AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
30,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/8/4/gilbert-fire/,,,Shasta,45,,,,,,FALSE,TRUE,,,,40.55924,"Highway 44 and Gilbert Drive, Palo Cedro, East of Redding",-122.25409,FALSE,Gilbert Fire,100,,TRUE,"The Gilbert Fire started August 4, 2019 off Highway 44 and Gilbert Drive, Palo Cedro, East of Redding in Shasta County",,2019-08-04T17:18:21Z,Finalized,,,,,,,
30,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/7/5/ranch-fire/,,,Shasta,45,,,,2019-07-06T20:03:00Z,,FALSE,TRUE,,,,40.41741,Near Yolla Bolla Rd & Roaring Creek in Igo,-122.767256,FALSE,Ranch Fire,100,,TRUE,,,2019-07-05T14:46:33Z,Finalized,,,,,,,
30,FALSE,Alameda County Fire,,2019,FALSE,/incidents/2019/6/21/mountain-fire/,,,Alameda,1,,,,2019-06-24T11:06:00Z,,FALSE,TRUE,,,,37.75427,off Grant Line Rd and Mountain House Rd,-121.57382,FALSE,Mountain Fire,100,,TRUE,"The Mountain Fire started June 21, 2019 off Grant Line Rd and Mountain House Rd in Alameda County and burned 30 acres. It was contained June 21, 2019. ",Jun.19,2019-06-21T14:42:00Z,Finalized,,,,,,,
30,FALSE,Palm Springs City Fire,,2019,FALSE,/incidents/2019/4/9/girasol-fire/,,,Riverside,33,,,,2019-04-10T10:23:00Z,,FALSE,TRUE,,,,0,"Hwy 111 and Tramway Rd, Palm Springs",0,FALSE,Girasol Fire,100,,TRUE,"The Girasol Fire started on April 9, 2019 at Hwy 111 and Tramway Rd, Palm Springs, Riverside County.","Girasol Fire, Palm Springs, Riverside County, April 9, 2019",2019-04-09T22:18:00Z,Finalized,,,,,,,
30,FALSE,CAL FIRE Humbolt-Del Norte Unit,,2019,TRUE,/incidents/2019/1/1/pilot-fire/,,,Humboldt,12,,,,2019-01-15T10:38:00Z,,FALSE,TRUE,,,,40.61805556,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",-123.6755556,FALSE,Pilot Fire,100,,TRUE,"The Pilot Fire started on January 1, 2019 off Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek (Humboldt County). It was contained on January 2, 2019 at 30 acres.",Jan.19,2019-01-01T14:14:00Z,Finalized,,,,,,,
29,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/10/7/point-fire/,,,Santa Clara,43,,,,2019-10-07T09:58:00Z,,FALSE,TRUE,,,,37.066483,Highway 152 and Dinosaur Point Rd ,-121.219163,FALSE,Point Fire ,100,,TRUE,The Point Fire started off Highway 152 and Dinosaur Point Rd  in Santa Clara County.,,2019-10-07T09:58:51.763Z,Finalized,,,,,,,
29,FALSE,Kern County Fire Department ,,2019,FALSE,/incidents/2019/8/5/caliente-fire/,,,Kern,15,,,,2019-08-06T18:43:00Z,,FALSE,TRUE,,,,35.287373,"Caliente Bodfish Rd, east of Bakersfield",-118.623651,FALSE,Caliente Fire,100,,TRUE,"The Caliente Fire started on August 5, 2019 off Caliente Bodfish Road, east of Bakersfield in Kern County.",Caliente Fire,2019-08-05T13:56:02Z,Finalized,,,,,,,
28,FALSE,Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/9/4/glass-fire/,"Teamwork, training, and exceptional communication skills paid off for all agencies
involved as the Glass Fire reaches full containment on all seven fires. Heavy
equipment combined with fire personnel reinforced the containment lines to
completion. Favorable weather helped in advancing the mission quickly, and there
are no injuries to report. Expect to see fire personnel in the area checking these
fires for the next several days, as your safety is our number one concern",,Lake,17,2,1,4,2019-09-05T10:03:00Z,,FALSE,TRUE,,,,38.910498,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",-122.642572,TRUE,Glass Fire,100,55,TRUE,"Glass Fire started on September 4, 2019, Highway 29 and DNA Ridge Rock, Southwest of Clear Lake in Lake County.",,2019-09-04T16:26:00Z,Finalized,,,,,,,
28,FALSE,CAL FIRE San Diego County Fire Unit,,2019,TRUE,/incidents/2019/6/29/otay-fire/,,,San Diego,37,,,,2019-06-30T16:50:00Z,,FALSE,TRUE,,,,32.62305556,"East of the Lower Otay Reservoir, East of Chula Vista",-116.9141667,FALSE,Otay Fire,100,,TRUE,"Otay Fire started on June 29, 2019 East of the Lower Otay Reservoir, East of Chula Vista in San Diego County.",,2019-06-29T11:11:55Z,Finalized,,,,,,,
27,FALSE,CAL FIRE Nevada-Yuba-Placer Unit ,,2019,TRUE,/incidents/2019/6/7/watt-fire/,,,Placer,31,,,,2019-06-11T14:50:00Z,,FALSE,TRUE,,,,38.75263,Watt Ave near Baseline Road ,-121.39259,FALSE,Watt Fire,100,,TRUE,"Watt Fire off Watt ave near Baseline Road in Placer County. It was contained on June 7, 2019.",Jun.19,2019-06-07T12:59:00Z,Finalized,,,,,,,
26,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/5/20/foothill-fire/,,,Riverside,33,,,,2019-05-24T14:23:00Z,,FALSE,TRUE,,,,33.81678,"Off Foothill Avenue & Orange Avenue, in Nuevo",-117.18194,FALSE,Foothill Fire,100,,TRUE,"The Foothill Fire started on May 20, 2019 off Foothill Avenue & Orange Avenue, in Nuevo (Riverside County). It burned 26 acres, and was contained on May 20, 2019.","May 20, 2019, Foothill Avenue & Orange Avenue, in Nuevo, Riverside County. ",2019-05-20T13:50:00Z,Finalized,,,,,,,
25,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/10/17/grove-fire/,"Evacuations have been lifted for the areas north of Spruce Grove Rd and south of Noble Ranch Rd, Hwy 29 is closed in the area.",,Lake,17,,,,,,FALSE,TRUE,,,,38.88913,Hwy 29 and Spruce Grove Road in Lake County,-122.604425,FALSE,Grove Fire,100,,TRUE,"The Grove Fire started on October 17, 2019 off  Hwy 29 and Spruce Grove Road in Lake County.",,2019-10-17T20:06:00Z,Finalized,,,,,,,
25,FALSE,CAL FIRE Fresno-Kings Unit,,2019,TRUE,/incidents/2019/9/30/frame-fire/,,,Fresno,10,,,,,,FALSE,TRUE,,,,36.154184,"Hwy 198 x Frame Rd, east of Monterey County Line",-120.634179,FALSE,Frame Fire,100,,TRUE,"The Frame Fire started on September 30, 2019 off Hwy 198 x Frame Rd, east of Monterey County Line (Fresno County)",,2019-09-30T17:39:00Z,Finalized,,,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2019,TRUE,/incidents/2019/8/25/border-10-fire/,Air and ground resources have made progress in slowing the rate of spread.,,Mexico,"62,37",,,,2019-08-28T08:54:00Z,,FALSE,TRUE,,,,32.557546,Mexico / California International border in the area east of the Otay port of entry.,-116.873955,FALSE,Border 10 Fire,100,,TRUE,"The Border 10 fire started on August 25, 2019 at the Mexico / California International border in the area east of the Otay port of entry.",,2019-08-25T16:15:15Z,Finalized,,,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2019,TRUE,/incidents/2019/8/25/border-10-fire/,Air and ground resources have made progress in slowing the rate of spread.,,San Diego,"62,37",,,,2019-08-28T08:54:00Z,,FALSE,TRUE,,,,32.557546,Mexico / California International border in the area east of the Otay port of entry.,-116.873955,FALSE,Border 10 Fire,100,,TRUE,"The Border 10 fire started on August 25, 2019 at the Mexico / California International border in the area east of the Otay port of entry.",,2019-08-25T16:15:15Z,Finalized,,,,,,,
25,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/7/5/bikeway-fire/,,,Alameda,1,,,,2019-07-05T03:20:00Z,,FALSE,TRUE,,,,37.469,"Christensen Road, Near Bethany Reservoir ",-121.3697,FALSE,Bikeway Fire,100,,TRUE,"The Bikeway Fire started July 4, 2019 off Christensen Road, Near Bethany Reservoir in Alameda County.",,2019-07-05T09:46:01.973Z,Finalized,,,,,,,
25,FALSE,CAL FIRE Tulare Unit,,2019,TRUE,/incidents/2019/6/3/bear-fire/,,,Tulare,54,,,,2019-06-11T14:48:00Z,,FALSE,TRUE,,,,36.14246,Off of Balch Park Rd in Springville,-118.80582,FALSE,Bear Fire,100,,TRUE,"Bear Fire off of Balch Park Rd in Springville in Tulare County started on June 3, 2019. The fire was contained on June 5, 2019.",Jun.19,2019-06-03T12:18:00Z,Finalized,,,,,,,
24,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/7/5/fellow-fire/,,,Contra Costa,7,,,,2019-07-05T14:58:00Z,,FALSE,TRUE,,,,37.99837, Franklin Canyon Rd. ,-122.16201,FALSE,Fellow Fire,100,,TRUE,"The Fellow fire started July 5, 2019 off Franklin Canyon Rd. in Contra Costa County.",,2019-07-05T13:33:56Z,Finalized,,,,,,,
24,FALSE,City of Fairfield,,2019,FALSE,/incidents/2019/6/7/nelson-fire/,,,Solano,48,,,,2019-06-17T08:49:00Z,,FALSE,TRUE,,,,38.21416,Cordelia Road and Link Road ,-122.12214,FALSE,Nelson Fire ,100,,TRUE,"Nelson Fire off of Cordelia Road and Link Road in Fairfield in Solano County. Lead agency: City of Fairfield. This fire was contained on June 7, 2019.",Jun.19,2019-06-07T12:59:00Z,Finalized,,,,,,,
23,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/6/6/willow-fire/,,,Contra Costa,7,,,,2019-06-11T14:47:00Z,,FALSE,TRUE,,,,38.02503,"Highway 4 and Willow Pass Rd, 2 miles west of Bay Point",-121.9763,FALSE,Willow Fire,100,,TRUE,"The Willow Fire started on June 6, 2019 off Highway 4 and Willow Pass Rd, 2 miles west of Bay Point in Contra Costa County. This fire was contained on June 7, 2019.",Jun.19,2019-06-06T14:24:00Z,Finalized,,,,,,,
22,FALSE,CAL FIRE/San Diego County Fire,,2019,TRUE,/incidents/2019/5/13/border-fire/,,,San Diego,37,,,,2019-05-19T09:26:00Z,,FALSE,TRUE,,,,32.557566,off Tin Can Canyon along the border in Otay Mesa,-116.8663,FALSE,Border Fire,100,,TRUE,"The Border Fire started May 13, 2019 off Tin Can Canyon along the border in Otay Mesa (San Diego County) and burned 22 acres. It was contained May 14, 2019.","Border Fire, May 13, 2019",2019-05-13T18:46:00Z,Finalized,,,,,,,
21,FALSE,CAL FIRE TCU,,2019,TRUE,/incidents/2019/8/8/preston-fire/,,Forward progress stopped.,Tuolumne,55,,,,2019-08-08T17:12:00Z,,FALSE,TRUE,,,,37.949747,"10,000 Block Preston Lane, Jamestown",-120.420058,FALSE,Preston Fire,100,,TRUE,"The Preston Fire started August 8 2019 in the 10000 Block Preston Lane, Jamestown Tuolumne County","Preston Fire, Preston Lane, Jamestown, Tuolumne County",2019-08-08T16:16:40Z,Finalized,,,,,,,
20,FALSE,CAL FIRE Sonoma Lake Napa Unit & William Fire Department ,,2019,TRUE,/incidents/2019/8/14/spring-fire/,,"Crews arrived to a vegetation fire approximately three acres in size. Some hazards in the path of the fire were straw bales and several bee boxes. Quick response from air tankers and firefighters saved both from any damage as well as any structures or infrastructure. The fire was held to 20 acres, no injuries were reported.",Colusa,6,1,2,7,2019-08-14T18:51:00Z,,FALSE,TRUE,,1,,39.088333,Off of Spring Valley Road and Highway 20,-122.309167,TRUE,Spring Fire ,100,65,TRUE,"Spring Fire started on August 14, 2019 off of Spring Valley Road and Highway 20 in Colusa County.",,2019-08-14T12:52:00Z,Finalized,,,,,,,
20,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,/incidents/2019/8/12/radio-fire/,,,Riverside,33,,,,2019-08-12T08:21:00Z,,FALSE,TRUE,,,,33.909792,David Mountain Radio Road at David Mountain Road in Beaumont,-117.004667,FALSE,Radio Fire,100,,TRUE,"The Radio Fire started August 12, 2019 off David Mountain Radio Road at David Mountain Road in Beaumont in Riverside County.",,2019-08-12T10:53:10Z,Finalized,,,,,,,
20,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/8/8/golf-fire/,,Cause: Improperly discarded cigarette,Lake,17,,,,2019-08-11T10:28:00Z,,FALSE,TRUE,,,,38.99174,"Soda Bay Road and Golf Drive, northwest of Clearlake",-122.7751,FALSE,Golf Fire,100,,TRUE,"The Golf fire started August 8, 2019 off Soda Bay Road and Golf Drive, northwest of Clearlake in Lake County.",,2019-08-08T14:55:59Z,Finalized,,,,,,,
20,FALSE,CAL FIRE Riverside County Fire Department ,,2019,TRUE,/incidents/2019/7/11/gibbel-fire/,,,Riverside,33,,,,2019-07-11T08:26:00Z,,FALSE,TRUE,,,,33.69055556,Off of Girard Street and Quiet Hills Drive ,-116.953889,FALSE,Gibbel Fire ,100,,TRUE,"Gibbel Fire started on June 11, 2019 off of Girard Street and Quiet Hills Drive in Riverside County.",,2019-07-11T16:27:17Z,Finalized,,,,,,,
20,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,/incidents/2019/6/27/nuevo-fire/,,,Riverside,33,,,,2019-06-27T17:36:00Z,,FALSE,TRUE,,,,33.80493,Nuevo Road and Menifee Road,-117.15738,FALSE,Nuevo Fire,100,,TRUE,"The Nuevo fire started June 27, 2019 off Nuevo Road and Menifee Road in Riverside County.",,2019-06-27T16:14:25Z,Finalized,,,,,,,
19,FALSE,CAL FIRE Riverside County Fire Department ,,2019,TRUE,/incidents/2019/11/1/sobrante-fire/,,,Riverside,33,,,,2019-11-01T08:55:00Z,,FALSE,TRUE,,,,33.849906,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",-117.461363,FALSE,Sobrante Fire ,100,,TRUE,"Sobranta Fire started on November 1, 2019 off of La Sierra Ave and Tin Mine Road,  East of Corona in Riverside County.",,2019-11-01T13:04:34Z,Finalized,,,,,,,
19,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/9/30/warren-fire/,,,Riverside,33,,,,2019-09-30T09:05:00Z,,FALSE,TRUE,,,,33.703546,Warren Rd & Old Mine Rd in Hemet,-117.033598,FALSE,Warren Fire,100,,TRUE,"The Warren Fire started on September 29, 2019 off Warren Rd & Old Mine Rd in Hemet (Riverside County).",,2019-09-30T07:07:00Z,Finalized,,,,,,,
19,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/8/31/carroll-fire/,,,Alameda,1,,,,2019-08-31T12:50:00Z,,FALSE,TRUE,,,,37.718636,eastbound 580 and North Flynn Road,-121.657011,FALSE,Carroll Fire,100,,TRUE,"The Carroll Fire started on August 31, 2019 at eastbound 580 adn North Flynn Road in Alameda County.",,2019-08-31T12:55:15Z,Finalized,,,,,,,
18,FALSE,CAL FIRE Santa Clara Unit ,,2019,TRUE,/incidents/2019/10/3/del-fire/,,,Stanislaus,50,,,,2019-10-04T10:39:00Z,,FALSE,TRUE,,,,37.429506,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,-121.336465,FALSE,Del Fire,100,,TRUE,The Del Fire off Del Puerto Canyon Road east of Frank Raines Park west of Patterson in Stanislaus County.,,2019-10-03T13:36:04Z,Finalized,,,,,,,
17,FALSE,CAL FIRE San Benito Monterey Unit ,,2019,TRUE,/incidents/2019/9/4/foster-fire/,,,San Benito,35,,,,2019-09-04T20:33:00Z,,FALSE,TRUE,,,,36.732866,"off of Grass Valley Road and Cienega Road, in Hollister",-121.39478,FALSE,Foster Fire ,100,,TRUE,"Forest Fire started on September 4, 2019 off of  off of Grass Valley Road and Cienega Road, in Hollister in San Benito County.",,2019-09-04T20:33:59Z,Finalized,,,,,,,
17,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/6/26/mines-fire/,Forward progress stopped.,,Santa Clara,43,,,,2019-06-27T08:48:00Z,,FALSE,TRUE,,,,37.494136,Mines Road and Turner Gulch in the San Antone Valley. ,-121.534827,FALSE,Mines Fire,100,,TRUE,,,2019-06-26T18:06:54Z,Finalized,,,,,,,
17,FALSE,CAL FIRE Chico Butte Unit,,2019,TRUE,/incidents/2019/6/15/32-fire/,,,Butte,4,,,,2019-06-24T11:06:00Z,,FALSE,TRUE,,,,39.76242,Humboldt Road and Highway 32,-121.73659,FALSE,32 Fire,100,,TRUE,The 32 Fire started June 15 2019 off Humboldt Road about one-half mile down from Highway 32 in Butte County. was contained on 6-15-2019,"32 Fire, Humboldt Road, Highway 32, Butte County",2019-06-15T15:29:00Z,Finalized,,,,,,,
17,FALSE,CAL FIRE Siskiyou,,2019,TRUE,/incidents/2019/6/14/rocky-fire/,,,Siskiyou,47,,,,2019-06-17T10:39:00Z,,FALSE,TRUE,,,,41.64895,"Rocky Rd and Harry Cash Rd, 9 miles east of Grenada ",-122.35962,FALSE,Rocky Fire,100,,TRUE,"The Rocky Fire started on June 14, 2019 near Rocky Rd and Harry Cash Rd, 9 miles east of Grenada in Siskiyou County.  Was contained on 6-15-2019.",,2019-06-14T16:14:00Z,Finalized,,,,,,,
16,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/9/24/cow-fire/,Forward spread stopped,,Shasta,45,,,,2019-09-24T14:52:00Z,,FALSE,TRUE,,,,40.612556,at Whitmore Road and Cow Creek Ranch Road in Millville,-122.039167,FALSE,Cow Fire,100,,TRUE,"The Cow Fire started September 24, 2019 off at Whitmore Road and Cow Creek Ranch Road in Millville in Shasta County.",,2019-09-24T08:40:45Z,Finalized,,,,,,,
16,FALSE,CAL FIRE Amador El Dorado Unit ,,2019,TRUE,/incidents/2019/8/14/greenstone-fire/,,Fire fighters have made great progress and gained full containment of the fire. Fire crews will continue to patrol the area and mop up any hot spots throughout the evening. Total acreage reduced to 16 due to more accurate mapping.,El Dorado,9,,,,2019-08-14T18:52:00Z,,FALSE,TRUE,,,,38.703889,Off of Greenstone Road and Buck Mountain Road ,-120.890556,FALSE,Greenstone Fire ,100,,TRUE,"Greenstone Fire started on August 14, 2019 off of Greenstone Road and Buck Mountain Road in El Dorado County.",,2019-08-14T16:07:49Z,Finalized,,,,,,,
15,FALSE,CAL FIRE Siskiyou unit,,2019,TRUE,/incidents/2019/9/7/duzel-fire/,,,Siskiyou,47,,,,2019-09-10T19:27:00Z,,FALSE,TRUE,brush and timber,,,41.512917,"Near Duzel Rock Lookout, northeast of Etna",-122.740333,FALSE,Duzel Fire,100,,TRUE,"The Duzel Fire started September 7, 2019 near Duzel Rock Lookout, northeast of Etna in Siskiyou County.",,2019-09-07T18:19:16Z,Finalized,,,,,,,
15,FALSE,CAL FIRE San Bernardino Unit,,2019,TRUE,/incidents/2019/9/2/telephone-fire/,Forward rate of spread has been stopped. CAL FIRE resources will remain on scene for mop-up.,,San Bernardino,36,,,,2019-09-06T08:00:00Z,,FALSE,TRUE,,,,34.353667,"Old Dump Road, south of Summit Valley Road, Hesperia",-117.343833,FALSE,Telephone Fire,100,,TRUE,"The Telephone Fire started on September 2, 2019 off Old Dump Road, south of Summit Valley Road, Hesperia in San Bernardino County",,2019-09-02T20:27:29Z,Finalized,,,,,,,
15,FALSE,CAL FIRE / San Diego County Fire,,2019,TRUE,/incidents/2019/6/10/pauma-fire/,,,San Diego,37,,,,2019-06-24T11:44:00Z,,FALSE,TRUE,,,,33.30267,Highway 76 and Pauma Valley Road ,-116.97772,FALSE,Pauma Fire,100,,TRUE,"The Pauma Fire started on June 10, 2019 off highway 76 and Pauma Valley Drive in Pauma Valley in San Diego County. It was 15 acres and contained on June 11, 2019. ",Jun.19,2019-06-10T14:25:00Z,Finalized,,,,,,,
13,FALSE,CAL FIRE Amador-El Dorado Unit,,2019,TRUE,/incidents/2019/7/30/carson-fire/,,,El Dorado,9,,,,2019-07-31T06:47:00Z,,FALSE,TRUE,,,,38.757636,"Northeast of Placerville in the community of Camino, off of Shadow Ridge Road",-120.75664,FALSE,Carson Fire,100,,TRUE,"The Carson Fire started July 30, 2019 Northeast of Placerville in the community of Camino, off of Shadow Ridge Road in El Dorado County.",,2019-07-30T19:27:46Z,Finalized,,,,,,,
12,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/10/8/little-fire/,,,Alameda,1,,,,2019-10-08T17:51:00Z,,FALSE,TRUE,,,,37.606,SR 84 and Little Valley Road in Sunol,-121.853,FALSE,Little Fire,100,,TRUE,"The Little Fire started on October 8, 2019 off SR 84 and Little Valley Road, Sunol in Alameda County.",,2019-10-08T17:25:12Z,Finalized,,,,,,,
12,FALSE,CAL FIRE Butte County Fire Unit ,,2019,TRUE,/incidents/2019/6/29/mayberry-fire/,,,Butte,4,,,,2019-06-29T18:20:00Z,,FALSE,TRUE,,,,39.32889,"Off Craig Access Road, Near Lake Oroville ",-121.23431,FALSE,Mayberry Fire ,100,,TRUE,"Mayberry Fire started on June 29,2019 off of Craig Access Road, near Lake Oroville in Butte County.",,2019-06-29T22:07:59Z,Finalized,,,,,,,
11,FALSE,CAL FIRE San Bernardino Unit ,,2019,TRUE,/incidents/2019/10/21/beaumont-fire/,,,San Bernardino,36,,,,2019-10-22T13:30:00Z,,FALSE,TRUE,,,,34.033117,Beaumont and San Timorese Canyon,-117.21545,FALSE,Beaumont Fire,100,,TRUE,"The Beaumont Fire started October 21, 2019 off Beaumont and San Timorese Canyon in San Bernardino County.",,2019-10-21T08:16:33Z,Finalized,,,,,,,
11,FALSE,CAL FIRE Tehama Glenn Unit,,2019,TRUE,/incidents/2019/10/7/dales-fire/,,,Tehama,52,,,,2019-10-07T11:03:00Z,,FALSE,TRUE,,,,40.314187,Highway 36E east of Dales Station and Manton Road,-122.070055,FALSE,Dales Fire,100,,TRUE,The Dales fire started October 6. 2019 off Highway 36E east of Dales Station and Manton Road in Tehama County,,2019-10-07T11:03:29.963Z,Finalized,,,,,,,
11,FALSE,CAL FIRE TCU (Tuolumne-Calaveras Unit),,2019,TRUE,/incidents/2019/9/13/bridge-fire/,,,Stanislaus,50,,,,2019-09-13T21:43:00Z,,FALSE,TRUE,,,,37.492002,Knights Ferry,-120.401028,FALSE,Bridge Fire,100,,TRUE,"The Bridge Fire started on September 13, 2019",,2019-09-13T20:00:29Z,Finalized,,,,,,,
11,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/9/2/mines-fire/,,,Alameda,1,,,,2019-09-02T19:13:00Z,,FALSE,TRUE,,,,37.545167,"Mines Road, Livermore",-121.596667,FALSE,Mines Fire,100,,TRUE,"The Mines Fire started on September 2, 2019 on Mines Road, Livermore in Alameda County",,2019-09-02T14:36:35Z,Finalized,,,,,,,
10,FALSE,San Diego City Fire Department ,,2019,FALSE,/incidents/2019/10/15/fairmont-fire/,,,San Diego,37,,,,2019-10-16T13:50:00Z,,FALSE,TRUE,,,,32.762706,"Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge",-117.097441,FALSE,Fairmont Fire,100,,TRUE,"Fairmont Fire started on October 15, 2019 off Fairmont Avenue and Aldine Drive, Northwest of Talmadge in San Diego County.",,2019-10-15T17:41:57Z,Finalized,,,,,,,
10,FALSE,CAL FIRE Tehama-Glenn Unit,,2019,TRUE,/incidents/2019/10/9/inghram-fire/,,,Tehama,52,,,,2019-10-08T09:52:00Z,,FALSE,TRUE,,,,39.847708,"Inghram Road, South Corning",-122.160416,FALSE,Inghram Fire,100,,TRUE,"The Inghram Fire started October 8, 2019 off Inghram Road, South Corning in Tehama County.",,2019-10-09T09:52:52.477Z,Finalized,,1,,,,,
10,FALSE,CAL FIRE Amador-El Dorado Unit,,2019,TRUE,/incidents/2019/9/25/electra-fire/,"<p>Great response by fire crews. Forward progress has stopped and structure threat mitigated. Fire crews will continue to patrol throughout the night for hot spots.
Final acreage decreased due to more accurate mapping.</p>

<p>All evacuation warnings/orders have been lifted.</p>",,Amador,3,2,,5,2019-09-25T17:00:00Z,,FALSE,TRUE,,,1,38.332083,"Electra Road and Highway 49, east of Jackson",-120.67131,TRUE,Electra Fire,100,45,TRUE,"The Electra Fire started September 25. 2019 off Electra Road and Highway 49, east of Jackson in Amador County.","Electra Fire, September 25, 2019, Amador County.",2019-09-25T13:13:41Z,Finalized,,,,,,,
10,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,/incidents/2019/9/10/bailey-fire/,,,Riverside,33,,,,2019-09-10T10:45:00Z,,FALSE,TRUE,,,,33.496633,Bailey Road and Terwilliger Road in Anza,-116.631106,FALSE,Bailey Fire,100,,TRUE,"The Bailey Fire started September 10, 2019 off Bailey Road and Terwilliger Road in Anza in Riverside County.",,2019-09-10T10:43:58Z,Finalized,,,,,,,
10,FALSE,CAL FIRE Butte County Fire Department ,,2019,TRUE,/incidents/2019/7/23/moms-fire/,,,Butte,4,,,,,,FALSE,TRUE,,,,39.423833,"Off Moms Lane and Lone Tree Road, South of Orville ",-121.579738,FALSE,Moms Fire ,100,,TRUE,"Moms Fire started on July 23, 2019 Off Moms Lane and Lone Tree Road, South of Orville in Butte County.",,2019-07-23T14:41:00Z,Finalized,,,,,,,
10,FALSE,CAL FIRE Siskiyou Unit,,2019,TRUE,/incidents/2019/6/16/irongate-fire/,,,Siskiyou,47,,,,2019-06-21T14:23:00Z,,FALSE,TRUE,,,,41.94622,"Deer Run Road, east of Iron Gate Reservoir",-122.40157,FALSE,IronGate Fire,100,,TRUE,"The IronGate Fire started on June 16, 2019 off Deer Run Road, east of Iron Gate Reservoir in Siskiyou County and burned 10 acres. It was contained June 17, 2019.",,2019-06-16T20:33:00Z,Finalized,,,,,,,
10,FALSE,CAL FIRE / Butte County Fire,,2019,TRUE,/incidents/2019/4/30/cana-fire/,,,Butte,4,,,,2019-05-08T08:47:00Z,,FALSE,TRUE,,,,39.83958,"Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico",-121.957,FALSE,Cana Fire,100,,TRUE,"The Cana Fire started on April 30, 2019 off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico. It was contained on April 30, 2019.",Apr.19,2019-04-30T12:20:00Z,Finalized,,,,,,,
9,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/10/10/eagle-fire/,,,Riverside,33,,,,2019-10-10T18:11:00Z,,FALSE,TRUE,,,,33.827979,"Eagle Canyon Rd. and Cajalco Rd., southwest of Corona",-117.499619,FALSE,Eagle Fire,100,,TRUE,"The Eagle Fire started on October 10, 2019 near Eagle Canyon Rd. and Cajalco Rd., southwest of Corona in Riverside County.",,2019-10-10T12:08:00Z,Finalized,,,,,,,
2,FALSE,CAL FIRE Nevada-Yuba-Placer Unit ,,2019,TRUE,/incidents/2019/6/28/long-fire/,,,Nevada,29,,,,2019-06-28T17:33:00Z,,FALSE,TRUE,,,,39.40972222,"Off of  Long Point Road and Old Mill Road, Southeast of Camptonville in Nevada County ",-121.0005556,FALSE,Long Fire,100,,TRUE,"Long Fire started on June 28, 2019 off of Long Point Road and Old Mill Road, Southeast of Camptonville in Nevada County.",,2019-06-28T15:03:04Z,Finalized,,,,,,,
,FALSE,Yolo County Fire Protection District,,2019,FALSE,/incidents/2019/11/25/cashe-fire/,,,Yolo,57,,,,,,FALSE,TRUE,,,,38.734634,"County Road 102 and County Road 17, North of Woodland",-121.729691,FALSE,Cashe Fire ,,,TRUE,"The Cashe Fire started November 25, 2019 off County Road 102 and County Road 17, North of Woodland in Yolo county.",,2019-11-25T12:02:02Z,Finalized,,,,,,,
